ID,comment
Fkdkd,0나니 2세대 아이돌 시작 알리고 00년 이후 최대 히트곡 중 하나가 텔미인데 그럼 뭐냐? 그게 시대에 남을 가수지 뭔 성시경 고평가하면서 원더걸스는 개씹저평가하네ㅋ
0나니,Fkdkd ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ찐으로 시대에 남을 가수로 평가받는 다른 가수 팬들한테 한번 그소리해봐 뭔소리듣나ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
Fkdkd,0나니 너가 글 써봐 원더걸스가 그 시절 풍미한 가수가 맞는지 아니라는게 이상한건게 넌 그냥 발라드 차력쇼충이라 그런거아님? ㅋㅋ
0나니,Fkdkd 난 개욕쳐먹을것 같으니까 본인이 직접하세요~ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
Fkdkd,0나니 네 성시경 원더걸스 비교부터 하세요 개쳐맞을테니 ㅋㅋ
8도,0나니 ???플레가고 싶다고 흥얼거린노래마저 히트친게 장범준이엇는데
m-flo,"0나니 장범준 개인 앨범만 해도 주간차트 1위는 밥먹듯이 하고, 노래방에서는 연간 17위한 메가히트곡인데... 그리고 앨범 하나만 역대급이라 평가 절하할거면 유재하도 앨범 하나만 명반인 별거 아닌 양반이지. 개인 최고 히트 엘범을 왜 커리어 비교하는데 빼놓음? ㅋㅋ"
로쏘,저 33살인데 성시경임 과거미화라니 실제로 데뷔때부터 무명시절이란게 없이 바로 1위 쩔었는데.... 가수로써 인기 하나만으로 발연기가지고 sbs메인드라마 주진모 신민아랑 같이 주연으로 나온 사람인데 저어릴때 장나라 성시경 ㅈㄴ 잘나갔는데
전승우승가능,로쏘 대신 대상하나 없규 ㅋㅋㅋ
0나니,로쏘 전 이제 30살인데 미소천사 모른다는 29살 보고 저사람 TV도 안보고 살았나 싶었음ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ성식이형의 댄스와 함께 그동안 예능에 수십번은 더 나온게 미소천사 인데ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
은월향,0나니 그놈의 미소천사 ^^ 성식이형이라고 하는거보니 성시경님 극진한 팬이신가봐요. 당신은 많이 봤을진 모르지만 안본사람도 많다라는걸 알려주려고 댓글달아드린건데 성시경 미소천사? 그까짓거 하나 모른다고 tv를 안보고살았다느니 뭐라니 ...ㅎㅎ 참 할말이 없습니다
0나니,은월향 성식이형 이라 했다고 팬이라니 참ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ걍 성시경 예능용 별명일뿐인데과장해서 미소천사 정도면 성시경 예능 나올때마다 같이 한번은 꼭 나온곡이라 그까짓거 라고 할수없이 성시경 발라드 히트곡들 보다도 훨씬 방송에 많이 흘러나온곡임ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ그정도 곡을 모른다 그러는데 당연히 TV 안보고 살았냐 의심하는게 당연하지ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
은월향,0나니 객관적으로 바라보시고 제발 님 기준에서만 생각하지말아주세요. 팬이아닌 일반사람들에게 성식이형이라고 하면 성시경 예능용 별명이라고 답할 수 있는 사람이 얼마나 될까요?  님 기준에선 미소천사라는 곡을 모르면 tv를 거의 안보고 살아왔다 라는 거잖아요? ㅎㅎ... 미소천사라는곡이 그렇게나 대단한 곡이였구나 싶네요? 님 기준에서 그렇다면 그러세요. 하지만 전 아예 모르고 있었고 저처럼 모르는 사람도 아~주 많다라는걸 님에게 알려주고싶었어요.자신의 기준을 토대로 다른사람을 싸잡아서 말하지마세요
클라우드22,로쏘 과거 미화라는게 '인기 많았다' 라는게 아니라 원글에서 '발라드 고트다' 가 베댓 먹어서 과거 미화라는거임.님 말대로 성시경 전성기때 인기 많았지만 성시경 위로 무려 조성모-임창정-이승철-김종국-SG워너비 등등 줄줄이 위에 너무 많았음
서머스비러버,로쏘 그래서 대체 성시경이 언제 원탑이였는데...?성시경 버터왕자시절부터 오히려 팬이였던 사람인데성시경은 단한번도 원탑먹은적이 없음
갤럭시,장범준이 유튜브하고 방송 맨날 나가면 비비지도 못했다 ㄹㅇㅋㅋ
맹모띠,갤럭시 장범준이 국밥먹방하고 술 잘먹었으면 장범준이 닥승
웜뱃,갤럭시 난 갠적으로 장범준 방송재능 없어보임 유튜브면 자기판이니까 그러려니하는데 슈돌때는 좀 그랬다
냉정한사나이,갤럭시 장범준 유튜브 잘나감 ㅋㅋ
갤럭시,냉정한사나이 유튜브 잘나가면 뭐해 올리질 않는데 1년전에 “노래”부른게 마지막이잖아 ㅋㅋ 반면 그 가수는 일주일에 세네개씩 요리만 올림
냉정한사나이,갤럭시 뭐 본인 스타일이긴한데 ㅋㅋ 그런 엔터쪽으로 미디어에 노출시켜서 인기몰이하는것도 능력이니까 성시경은 그런면에서 방송짬밥이 있는데 장범준보다 더 뛰어나겠죠
Fda,성시경의 먹~을~텐~데
씹돼지새끼,와 이거 비교 누가 생각한걸까어그로 대박인데 ㅋㅋ
미뇨이,씹돼지새끼 댓글 이렇게 많은거 첨봄 ㅋㅋ
STAYC수민,성시경 국밥 안먹었으면 논란도 안될 주제 ㅇㅇ
고구마치즈케잌,성시경이 그냥 가창력이 아니라완전 독보적인 음색이라 후대 평가도 괜찮지 않을까 싶은데
건슬링어,사람들이 되고 싶은 보컬은 성시경
클라우드22,"방송인으로서 위상이 성시경이 워낙 높고, 지금 들어도 노래가 ㅈㄴ 좋다보니 이런 일이 다 생기네.VS 놀이의 지표는 대중가수로서 성과라서 가수 성과는 성시경이 좀 힘듬.  진짜 방송 잘해서 음악적 성과가 좀 포장되는 느낌이네."
쿠루루쿠루루쿠,클라우드22 방송이라는 주제때문이먼 슈스케라는 역대급 프로그램을 등에 업은 장범준은..
맹모띠,쿠루루쿠루루쿠 활동이라는거지성시경은 꾸준하게 방송에서 활동하잖아
쿠루루쿠루루쿠,맹모띠 나도 방송때문에 성시경이 포장당하는 가수가 아니라는 거임
곧발롱위너비닐신,쿠루루쿠루루쿠 사실 슈스케 2에서 메인은 울랄라세션이었고 탑12에 추합으로 붙어서 미션 내내 1등은 막걸리나 때밖에 못했음 ㅋㅋ 오디션 후 앨범으로 증명한 게 버스커버스커
쿠루루쿠루루쿠,곧발롱위너비닐신 내가 하고 싶은 말은 슈스케라는 프로그램을 등에 업고 알릴 수 있는 계기가 되었다는 거에서 성시경만큼 방송의 도움을 받지 않았냐는 말임 프로그램 없었으면 그 좋은 노래들 다 묻혔을테니
벤치신세,와 난 내손으로 장범준 노래 찾아 들어본적이 한번도 없어서 그런가장범준픽이 많은게 존나 신기하네내 주변에서도 장범준은 호불호 존나 심하게 갈리던데
건슬링어,벤치신세 나도 성시경 장범준 둘다 내스타일 아닌데 성시경이 더 나음 장범준은 노래가 좀.. 심심하다 해야하나..
Fda,벤치신세 호불호는 누구든 갈리고호가많으니 성적이 좋겟죠
맹모띠,벤치신세 장범준 노래는 찾아 안들어도 길거리 지나다니면 존나 들리잖아 어차피
고구마치즈케잌,맹모띠 요즘은 성시경이 더 많이 들려서 막연하게 성시경 생각했음 이 질문 들었을 때
자시안,벤치신세 장범준 호불호 좀 세긴 해
STAYC수민,벤치신세 안찾아봐도 길가면 들리는게 장범준 노래고이제는 찾아봐야지만 들을수있는게 성시경 노래지
hehehe0,"벤치신세 나도 좀 놀랐음 장범준픽 ㅈㄴ 많은게 뭔가 장범준은 모두의 2,3등 느낌이 강한데 성시경파는 많은 느낌이라"
로제박은빈카리나,벤치신세 장범준이 더 좋다는게 아님성과로 보나 능력으로 보나 더 뛰어난 아티스트라는 거지
킹갓제너럴아자르,근데 이거 궁금함 장범준 vs 버즈 이건 어떻게 생각함?
플저,킹갓제너럴아자르 내 가슴이 버즈
키코코스타디노브,[삭제된 댓글입니다.]
자시안,키코코스타디노브 당대 인기는 세븐
에메르송,키코코스타디노브 휠리스는 못이김;
곧발롱위너비닐신,에메르송 ㅋㅋㅋㅋㅋ
오펜하이머무새,키코코스타디노브 세븐vs비 양분했던ㅈ시절이 있었는데
웬벤야마,맥도날드 vs 인앤아웃 느낌
서머스비러버,"근데 버즈랑 성시경 비교하면 닥 버즈아님...?근데 버즈랑 장범준 비교하면 닥 버즈는 절대 안되잖어당장 2010년대 1위곡이 벚꽃엔딩인데, 성시경은 한해라도 원탑이였던적이있음??진지하게 성빠들 이야기가 듣고싶네"
내장지방,서머스비러버 버즈뿐이여 당대 1등 가수들한테는 다 따이고 다닌 게 성시경인데
연봉1억,성시경이랑 장범준은 알까 이렇게 토론하고 싸우고있다는걸
킹갓제너럴아자르,연봉1억 시경이형 화이팅
곧발롱위너비닐신,연봉1억 장범준은 슬슬 일어나서 음악 작업 하고 있을 듯
12년째염기훈팀,장르도 다르고전성기도 다른시기라서 이건 결론이안남개인 취향의 영역이라고보는데근데 내 취향은 시경이형이 더 맞음
mag1xx,버스커 1집만 들고와도 웬만한 이름들어본 네임드가수 뚜까패고 맞먹는데 장범준 내려치기 ㅈㄴ됫네 방송활동 안하니까 내려치기되는거보니 마케팅이 중요하긴한가봐
XTC-4,뭔 장범준이여; 장범준도 버스커버스커로 낸 음악들빼고는 개인음반은 거의 묻혔는데;성시경 8집 한번 묻혔나고 난리를 치네 애초에 정규8집 낸 가수랑 사이즈가 비교가되냐;
대구은행,XTC-4 [삭제된 댓글입니다.]
XTC-4,대구은행 실버판테온 진심 첨들음 뭔데이게 장난치냐
8도,XTC-4 그때 화제성 높았음.
요즘너무행복,XTC-4 장난치는곡맞음 장난으로 냈는데 차트인 했고 저 사람 말은 장난으로 낸 곡 조차도 못이긴다는 뜻
XTC-4,요즘너무행복 그런 곡으로 차트인했다고 성시경 내려치는거 개에바지 장범준은 내기준 버스커버스커 이후로는 그저그런 가수라고밖에 생각 안듬 버스커버스커 고점은 성시경보다 훨 높긴했지만 전체로따지면 성시경 음악한 기간이 얼만데 고점도르만 밀어붙이네;
요즘너무행복,"XTC-4 서로 내려칠건없지 장범준도 그 이후로 잠이오질않네요,흔꽃샴 등 1위 찍고 bts도 땃는데 단순히 저평가하기도 힘듬"
멍청이바로너,롱런가수 = 작년 정규앨범 61위
서머스비러버,멍청이바로너 성빠들 논리면 izi도 씹롱런 조용필급 가수임 ㅋㅋㅋㅋㅋㅋ
갤럭시,멍청이바로너 롱런 가수라기보다는 롱런 연예인이지... 노래부르는 횟수보다 밥먹는게 더 많음
오펜하이머무새,멍청이바로너 근데 이런식이면 장범준 최근 낸앨범 그해우리는ost인데 순위밖임...
멍청이바로너,오펜하이머무새 ㅋㅋㅋㅋㅋ 정규앨범이랑 드라마 ost 비교하는거 잘봤구여 참고로 저 61위도 앨범 곡들중이서 최고임 비슷한시기에 앨범낸 장범준은 1위찍었는데? 체급상대가 안되는거 같으니까 드라마 ost들고오는건가
자시안,댓글 쭉 넘기다 보면 진짜 몇명은 걍 최선을 다해서 한쪽 비아냥대기 바쁘네 ㅋㅋㅋㅋㅋㅋㅋㅋ기본적으로 둘다 리스펙받을만한 좋은 가수들임
전승우승가능,자시안 둘다 대단한 가수는 맞지만 급은 다르다고봄
자시안,전승우승가능 비아냥 원툴로 댓 도배하고 있는 사람에 대해서 얘기하는거임
미스즈,범준이 형은 조성모하고 비교해도 질꺼같은데. 성시경이 압살이지
레아오,미스즈 성시경도 조성모 절대 못이김
미스즈,레아오 그거는 맞는듯. 인정함. 범준이형은 폴킴하고 비교해야지
요즘너무행복,미스즈 이 댓글로 니가 졌네
미스즈,요즘너무행복 어차피 지든 이기든 내 알빠 아님 ㅋㅋ 어차피 재미로 댓글쓰고 반응보는거라
곧발롱위너비닐신,미스즈 조성모는 앨범 천만장 판 사람인데..
18년도부터롯데,미스즈 조성모를 멀로보길래... 조성모는 인기 탑급이였는데
장도리,한시대를 풍미했던 발라드 가수이자 세계최고의 댄스가수 성시경을 장범준과 비교하다니
맹모띠,장도리 언제 풍미했냐 도대체
장도리,맹모띠 https://youtu.be/AWVxnvEG5jU모다?
STAYC수민,장도리 풍미한건 국밥이고요
장도리,STAYC수민 https://youtu.be/AWVxnvEG5jU
전승우승가능,장도리 한시대를 풍미 = 대상한번 못받음
장도리,전승우승가능 https://youtu.be/AWVxnvEG5jU모다 시경 밈 장난친건데 죽일듯이 달려드네
킹갓제너럴아자르,장도리 ㅋㅋㅋㅋ이제 그만큼 모르는 사람들이 많아진듯
T1V4,난 롤대남이니까 장범준할래 실버판테온
나는웃기다,내가 성시경 15년째 진짜 광팬인데일단 나는 작사작곡다된다는면하나만으로도 장범준이 '압승'이라고생각함.그냥 부르는가수랑 자기가만드는 예술가랑 동일선상에 놓기싫음
로제박은빈카리나,나는웃기다 ㅋㅋ 성시경도 작곡하긴 함몇개 안 되지만
갤럭시,나는웃기다 ㅇㅈ
bslbsl,나는웃기다 광팬 맞음? 너는나의봄이다 너의모든순간 작곡했고 7집은 상당수 작곡했는데 그냥 부른 가수는 아님장범준과 곡쓰는걸 비빌 수 있다는 더더욱 아니고
나는웃기다,bslbsl 당연히 알음 . 근데 싱어송라이터라고 하지는않잖아;
나는웃기다,bslbsl 난 7집제일좋아함 제일잘어울려
어니스트헤밍웨이,"취향의 영역일 것도 없는 게음악성적 장범준 [승]가창력 개취 둘 다 개성있음 [무]작곡능력 장범준 [승]2승 1무 장범준 압승이게 무슨 비교거리가 된다고 댓글이 3,000개씩이나 되냐"
courteou,어니스트헤밍웨이 가수는 노래를 부르는 직업이지 작곡을 하는 직업이 아닌데 가수로써 능력 평가하는데 작곡능력을 왜 쳐넣냐 ㅋㅋㅋㅋㅋㅋㅋ
어니스트헤밍웨이,courteou 그래?그럼 가수로써 음원성적 비교해도 장범준이 압승이니까1승 1무 장범준 승임
courteou,어니스트헤밍웨이 음원성적으로 비교하면 장범준>>>김건모 서태지 임재범 김경호 맞지??
어니스트헤밍웨이,courteou 어휴 예 그러세요!
courteou,어니스트헤밍웨이 반박 못하나보네 ㅋㅋㅋㅋㅋ 장범준충들 수준 ㅋㅋㅋㅋㅋㅋ
Fkdkd,"courteou 꼴리는거에만 답글 쓰네 김건모 서태지는 음반시장이었던 그해 판매량 1위 찍던 가수, 대상탐 성시경 - 아님 장범준 음원 10년대 1위찍는 가수 대상 탔음"
courteou,Fkdkd [삭제된 댓글입니다.]
건슬링어,courteou ㄹㅇ 가창력 무 이지랄 ㅋㅋㅋㅋㅋㅋㅋ
Fkdkd,courteou 김종국>김경호 맞는데 같은 대중가수니까 임재범은 다른 족적을 남겻으니 고평가 되고 성시경 뭐 있어?
courteou,Fkdkd [삭제된 댓글입니다.]
Fkdkd,courteou 개소리 마라 김경호 고음 차력쇼로 록하는 사람이 곡도 대부분 받아 쓰고 아직까지 중장년층들한테 락하면 머리긴 사람 이런 이미지 심어서 안좋아하는데 어디 고음차력쇼 코노 발라드충들한테나 고평가받지 뭔 ㅋㅋ
건슬링어,Fkdkd 김경호가 고음 차력쇼래 ㅋㅋㅋㅋ얘는 고음 지르면 다 차력인줄 아는 저음병걸린 앤가김종국도 그럼 가성 차력쇼냐 ㅋㅋㅋ??
Fkdkd,건슬링어 그럼 뭐임 ? ㅋㅋㅋ
건슬링어,Fkdkd 니 말은 그럼 락하는애들은 다 차력쇼 원툴이라는거네? ㅋㅋㅋㅋㅋ 김경호보고 차력쇼 이지랄 ㅋㅋㅋ 저음병걸려도 단단히 걸렸네
Fkdkd,건슬링어 뭔 소리냐 그건 또 ㅋㅋ 부활 yb 국카스텐 검정치마 자우림 얘네는 곡을 대부분 직접 써서 부르는 애들이잖아 김경호 작사작곡 비율이나 보고 와라
건슬링어,Fkdkd 가수 가창력얘기하는데 작사작곡까지 해야함?니가 고음차력쇼 원툴이라며 뭔 작사작곡이야 가수가 일단 노래부터 잘하면 되지부활도 보컬은 히트곡들은 보컬멤버가 작사작곡 안하는데? 부활은 왜 껴넣는거? 다른애들은 일단 모르겠고
Fkdkd,건슬링어 하 음악이= 보컬이 아니야 세상에 노래 잘부르는 사람이 널렸는데 결과물로 증명해야지 이사람아 비틀즈는 노래 잘불러서 전설이 될줄 아냐 칸예는 랩을 잘해서 아이콘이냐 서태지가 노래 잘불러서 레전드 찍었냐? 답답하다 결론은 김경호는 보컬 위주가수고 그렇게 되면 김종국이랑 비교 했을때 질수밖에 없다 ㅇㅇ? 본인이 곡을 썻으면 상업적으로 김종국한테 밀려도 비빌수 있었겠지 근데 그게 아니잖아
건슬링어,Fkdkd 아니 애초에 한국같은 락불모지에서 락하던 애랑 대중가수랑 차트성적으로 비교하는게 존나 답답하네 ㅋㅋㅋㅋ니 비교법이 싸이 방탄이 한국 최고의 가수라는거랑 뭐가 다르냐?니 말대로 음악 = 보컬이 아니면 음악 = 차트성적이냐?
Fkdkd,건슬링어 누가 끌고 오시래요? 어이가 없네 ㅅㅂㅋㅋ
건슬링어,Fkdkd 댄스가수랑 락가수랑 차트성적으로 비교하는게 어이가업ㄱ는건 나구요 ㅅㅂ ㅋㅋ애초에 김경호보고 차력쇼 들먹거리시는 분하고 뭔 얘기를 하는지 모르겠네
Fkdkd,건슬링어 음악 = 차트성적이 아니라 음악성 상업성 수상실적 그냥 모든게 밀리는데 뭔 계속 말을 길게 끄냐 성시경은 평범한 대중가수니까 그거 기준으로 하명 그냥 밀린다고
건슬링어,"Fkdkd 갑자기 너랑은 김경호 얘기부터 시작했는데 성시경이 왜 나와가수, 아티스트로서 장범준이 당연히 위인데 가창력은 성시경 승인건 당연한거고"
Fkdkd,건슬링어 애초에 저놈이 먼저 끌고와서 그런건데 뭐냐 난 애초에 그 둘은 관심도 없었어
건슬링어,Fkdkd 미안한데 나도 발라드가수랑 장범준은 돈주고 들으라는거 아니면 안들어니가 김경호보고 고음차력쇼 원툴 이러니 얼탱이가 없는거지
Fkdkd,건슬링어 부활은 애초에 김태원 주축이잖아 내가 말하고 싶은건 록하는 애들은 음악을 직접 쓴다는거야 보컬만 쓴다는게 아니라 걔네는 밴드니까 그런거고 검정치마같이 솔로로 하는 애들은 직접 쓰는것처럼 ㅇㅇ..
내장지방,Fkdkd 김경호 작사 작곡은 못해도 앨범제작 지휘는 자기가 다 함괜히 사람들이 락커라 해주는 거 아님
Fkdkd,내장지방 ㅇㅈ
Fkdkd,courteou 그리고 작사 작곡 얘기를 빼도 음악성이나 결과물 실적이 증명하는데 뭔 계속 개소리를 씨부리냐 성시경이 고평가 받은 앨범이 있나? 대상을 탔냐? 임재범처럼 무슨 족적을 남겼냐 임재범은 왜 끌고오는거
레아오,courteou 님이 말하는건 보컬리스트고 가수는 결국 음반을 잘만들어야지 가창력이 전부는 아님
courteou,레아오 작곡 못하는 가수는 가수도 아님?? 뭔 병신같은 소리야 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
레아오,courteou 자기 음반 제대로 못만들면 가수로서 높은 평가 못받는거 맞음 괜히 싱어송라이터가 보컬리스트 보다 높이 평가 받는게 아님
머리어깨무릎발,어니스트헤밍웨이 가창력 개취는 양심이 없으십니까
건슬링어,어니스트헤밍웨이 다른건 그렇다 쳐도 도대체 가창력이 어떻게 장범준 승이냐 ㅋㅋㅋㅋ 양심이 없냐 진짜
어니스트헤밍웨이,건슬링어 누가 승이래? 난독까지 있네 가창력 무승부 개인취향의 영역이라고 해놨는데
건슬링어,어니스트헤밍웨이 그래 무승부도 존나 이해안되네 ㅋㅋㅋㅋㅋㅋㅋ 존나 편향적이네 ㅋㅋㅋㅋ
어니스트헤밍웨이,건슬링어 그건 니가 성시경빠돌이라 그런 거야
건슬링어,어니스트헤밍웨이 장범준 팬보이 알만하다 ㅋㅋㅋ
어니스트헤밍웨이,"어니스트헤밍웨이 블라튀 역겹네 애들 ㅋㅋㅋ아이유, 장범준,이런 류의 작곡, 가창, 성적 다 되는 가수랑성시경을 비교군으로 두는 것부터가 틀냄새 존나 남ㅋㅋㅋㅋ"
건슬링어,둘 다 별로야 들으라고 해도 안들음
하입쿠키,성시경이 먹을텐데랑 예능해서 고평가받는다는 애들은 저능아임 ㅋㅋ 오히려 그걸로 가수보다 푸근한 방송인이라는 이미지로 희석된건데
갤럭시,하입쿠키 방송 안하고 가만히 있었으면 언급도 안됨 ㅋㅋ
하입쿠키,갤럭시 그럼 음악을 했겠지 그냥 놀고 먹었겠냐 ㅋㅋ 장범준도 아무것도 안 하면 묻힌다
갤럭시,하입쿠키 장범준은 아무것도 안하는데...? 성줌마들이 앨범 내라고해서 냈는데 조용히 묻히고 방송하고 먹방 열심히 하잖아 ㅋㅋㅋ
하입쿠키,갤럭시 성시경은 앨범 텀이 거진 10년이었는데? ㅋㅋ 예능이랑 유튜브하면서 가수 이미지 약해진 거 맞는데 갑자기 저번 앨범 끌고 오네 ㅋㅋ 누가 안 망했대?
갤럭시,하입쿠키 “가수”가 방송하고 먹방하느라 앨범텀 10년인게 자랑이십니다~ 방송 안하고 노래만 냈으면 묻히는거 이악물고 부정중
하입쿠키,갤럭시 그게 그래서 가수 이미지에 도움이 되는 거냐고 ㅋㅋㅋ 누가 잘했대? 핀트를 전혀 못잡네 병신이
갤럭시,갤럭시 역시나 블라엔딩... 반박을 해주지
LV1고양이,댓글 읽어보니 납득 가는 내용도 많지만 난 개인적으로 처음부터 계속 성시경이라고 생각함.....그렇다고 장범준이 못하다는 게 아님 장범준도 빅히트 친 가수맞음 둘 다 고유의 음색이 있어서 누가 낫다 비교 하는 것 자체가 어불성설인 점도 있다고 봄 방금 든 생각인데 성시경은 아직 아날로그 감성이 남아있던 00년대에 활발히 활동했던 가수이고 장범준은 본격적인 스마트폰과 동시에 디지털시대로 급속히 바뀌어가던 10년대 초반부터 활동을 했던 가수잖아? 난 아날로그적인 느낌을 더 좋아하는 편이라 성시경에 손을 들어주고 싶음
mag1xx,LV1고양이 먼소리여...  발라드 곡진행 비슷한거 부르는 보컬이랑 창작물 내놓는 싱어송라이터를 아날로그적인 느낌이 없다고 내려치네ㅋㅋㅋㅋ 오히려 후자가 아날로그적인데
LV1고양이,"mag1xx 내 설명이 조금 부족했는데, 아날로그적인 것과 디지털적인 게 노래 스타일의 차이라기보단 당시 시대의 느낌을 얼마만큼 담아냈나 그 말이 하고 싶었음. 누가 낫고 누가 못나서 후려치는 게 절대 아님 그냥 그 시절의 느낌이 취향차이 인 거 같음"
빗살무늬,장르가 달라서 무의미하다
클라우드22,"이게 왜 논쟁이냐면 성시경 전성기때 막상 별로 그렇게 인기 없었음.성시경 위에 조성모-이승철-김종국-박효신-SG워너비-브아 등이 원탑을 먹었기 때문 ㅋㅋ 걍 노래 꾸준히 좋고, 방송 ㅈㄴ 잘하는 발라더.  전통발라더였지.  인기는 딴 발라더들이 훨 많았음.성시경은 이적 vs 해도 쉽지 않음"
로쏘,클라우드22 실력은 몰라도 인기는 진짜 개억까네 ㅋㅋㅋㅋ 1집 2집 ㅈㄴ 잘나갔고 거리에서는 미친히트 였는데 노래 인기 하나로 sbs메인시간대 미니시리즈 주인공한 사람이 인기가 없었다? ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
클라우드22,로쏘 인기 많았지.  근데 지금 원탑 논하는 vs 놀이잖아.성시경이 임창정-조성모-이승철-김종국-박효신-SG워너비 등이 원탑 찍을 때 이겼다고?
로쏘,클라우드22 성시경 전성기때 막상 별로 인기 없었다매요? 2003년 이쯤에 성시경 인기 ㅈㄴ 많았는데 ㅋㅋㅋㅋ 장나라 스윗드림으로 1위할때도 같이 1위 후보가 성시경임
클라우드22,로쏘 원탑이랑 비교해서 인기 없었다고.  말 되게 이해 못하네.브루노 마스도 현대카드에서 울림이 부족하다고 했는데 비교대상이 비틀즈였잖아.그런 원탑 논쟁중이구만
로쏘,클라우드22 성시경 전성기기간 인기 없었다면서 활동시기 안겹치는 인기까지 왜 꺼냄? 전성기때 인기 없을려면 전성기때 저 사람들 다 같이 곡내서 10위하고 핬어야 인기없는거지 ㅋㅋㅋㅋ
클라우드22,로쏘 원탑들하고 비교해서 인기 없었다고.   성시경 원탑 찍은 적 자체가 없는데 원글에서 고트 운운해서 지금 댓글 폭팔하는거 아냐
로쏘,클라우드22 [레벨:34]클라우드22 8 분 전이게 왜 논쟁이냐면 성시경 전성기때 막상 별로 그렇게 인기 없었음.전성기때도 인기 없었다고 해서 댓글 다는거 아님 ㅋㅋㅋㅋ 전성기때 드라마 주인공 까지 발연기 뚫고 인기로 한사람한테 전성기때 막상 별로 인기가 없었다?
클라우드22,로쏘 아니 문맥을 알려줬는데 말귀를 못알아듣지?현대카드 : 브루노마스 울림 없다대중들 : 미쳤냐?  현카 따위가?현대카드 : 비틀즈 폴매카트니 온다대중들 : 아.. 이 유명한 밈도 모름?
질문몬스터,클라우드22 로쏘 저 사람이 지금 말을 알아먹었는데도 고집을 부리네말장난 수준임
미뇨이,클라우드22 장르가 다르고 시대가 다른데 단순 비교할 수가 없지
클라우드22,미뇨이 가수 업적이나 당대 인기같은건 비교 가능한데 그런걸로 고트 논쟁하는거고
내장지방,로쏘 진지하게 성시경이 전성기 시절에 휘성은 대중인기로 이겼다고 생각함? ㅋㅋㅋ
쿠루루쿠루루쿠,클라우드22 이적은 장범준도 vs하면 질 수 있음..
8도,클라우드22 박효신이 조성모 김종국 사이에서 원탑먹은적은 없음. 야생화가 메가히트쳣고
클라우드22,8도 그래도 박효신도 성시경 윗급임
로쏘,클라우드22 히트곡모음 킬링보이스 조회수 3681만조회수 찍는 가수한테 인기없었다고 하는거 자체가... 알겠습니다
질문몬스터,"로쏘 그 표현이 님이 말하는 그 뜻이 아니란 것 정도는길가던 중학생도 알거고,심지어 님도 알고있을텐데말꼬리 잡아 물어뜯고있다니.. 쯧"
멀린호,사람들이 낸줄도 모르는 성시경 작년 앨범듣고오니까 장범준이 위 맞는듯 개인적으로 진짜 예전시대 발라드 듣는 (발전이 없어보이는) 느낌에 타이틀곡은 진짜 뮤비나 노래나 아티스트로써 '감이없다' 이런느낌받음
클라우드22,멀린호 팬들은 곡내라고 난리였는데 안내는건 다 안내는 이유가 있음
멀린호,클라우드22 힙합으로 비유하면 진짜 발전없는 올드래퍼들 보는느낌같았음..
로제박은빈카리나,멀린호 아이러브유였나신곡나왔다길래 딱 한번 들어보고 다시는 들어본적 없음 ㅋㅋ그 이후로 어디서도 안들리더라
연봉1억,나는 음악적으로 음색적으로 가창력적으로 성시경이니깐 반박 안받겠음
맹모띠,솔직히 성시경 위에 있는 발라더가 너무 많아서 장범준 승이라고 본다당연히 가창력 보컬로 들어가면 성시경이 장범준 이기겠지만 다른 요소들이 장범준 압승임
Djxnxkdk,장범준이지 대중음악에 끼친 영향력하면 장범준을 이길가수 몇 없을텐데.. 성시경은 엔터테이너 느낌이고
맹모띠,Djxnxkdk ㄹㅇ 한 시대를 먹었다는 표현은 장범준한테 어울리지
Fda,지디도 ㅈ밥되겟네 노래실력만따지면
어니스트헤밍웨이,성시경 빠돌이 존나 많네 씨발ㅋㅋㅋㅋ
어니스트헤밍웨이,어니스트헤밍웨이 아니 씨발 나도 30대지만 성시경 추억보정 그만해라 역겹다 진짜
달팽이버섯,어니스트헤밍웨이 가창력개취 장범준빠돌이가 성시경빠돌이들 깐다!
미스즈,개인적으로 장범준은 마크툽하고 비교해야됨 ㅋㅋ
겸도,미스즈 마크툽이 오빛너보다 히트치는노래 하나 제대로 하면 그때가서 비교가능 아직은 결과가 미흡하다
미뇨이,미스즈 폴킴 마크툽 얘기하는 애들은 정체가 뭐지 ㅋㅋ
